Date,Low,High,Open,Close,Volume
1528995360,6512.100098,6535.959961,6535.959961,6512.509766,48.222103
1528995420,6512.009766,6529.549805,6514.279785,6529.549805,20.527992
1528995480,6510.660156,6526.009766,6525.990234,6526.009766,35.498562
1528995540,6512.600098,6529.560059,6526.660156,6526.220215,12.899439
1528995600,6517.709961,6526.220215,6526.220215,6517.720215,8.56619
1528995660,6510.52002,6517.720215,6517.720215,6510.529785,3.314175
1528995720,6505,6510.529785,6510.52002,6510.529785,13.10051
1528995780,6499,6510.52002,6510.52002,6499,27.291061
1528995840,6499,6518.140137,6499,6518.140137,7.253387
1528995900,6518.140137,6536,6518.140137,6536,23.672558
1528995960,6536,6578,6536,6561.790039,55.260151
1528996020,6561.779785,6573,6561.790039,6569.459961,24.675188
1528996080,6569.459961,6596.100098,6569.459961,6595.129883,24.928553
1528996140,6575,6596.100098,6595.129883,6580,66.379112
1528996200,6566.399902,6581.060059,6580,6566.399902,33.060074
1528996260,6566.399902,6580,6566.399902,6580,18.23287
1528996320,6568.02002,6580,6580,6568.02002,20.80047
1528996380,6561.549805,6579.990234,6569.27002,6579.97998,35.844807
1528996440,6568.879883,6579.990234,6579.97998,6568.890137,23.599728
1528996500,6561,6568.879883,6568.879883,6567.5,6.798646
1528996560,6565.620117,6567.5,6567.5,6565.629883,7.219035
1528996620,6565.620117,6565.629883,6565.629883,6565.629883,3.702346
1528996680,6565.620117,6569,6565.629883,6569,12.611871
1528996740,6569,6616.390137,6569,6610,169.093781
1528996800,6608.390137,6608.399902,6608.399902,6608.399902,11.349222
1528996860,6608.399902,6617,6608.399902,6617,27.413895
1528996920,6617,6617.439941,6617,6617.439941,20.055193
1528996980,6617.439941,6655,6617.439941,6655,109.435699
1528997040,6640,6660,6655,6644.990234,33.897701
1528997100,6643.649902,6650,6644.990234,6649.990234,40.803593
1528997160,6615.02002,6649.990234,6649.97998,6615.029785,45.890064
1528997220,6615.02002,6635,6615.029785,6620.290039,39.953911
1528997280,6612.5,6620.290039,6620.279785,6612.5,16.099863
1528997340,6598.459961,6612.509766,6612.509766,6600,28.360123
1528997400,6603.370117,6610,6603.370117,6609.990234,31.971336
1528997460,6609.990234,6613,6610,6613,14.136333
1528997520,6603.390137,6616.779785,6613,6603.919922,15.037773
1528997580,6602,6604.27002,6604.27002,6602.009766,17.268744
1528997640,6602.009766,6610,6602.009766,6609.990234,19.343836
1528997700,6609.97998,6615.759766,6609.97998,6615.759766,21.280577
1528997760,6615.75,6620,6615.759766,6620,3.113995
1528997820,6617.049805,6620,6620,6617.060059,11.571308
1528997880,6602,6617.060059,6617.060059,6609.220215,12.141644
1528997940,6609.220215,6609.22998,6609.22998,6609.22998,10.709422
1528998000,6585.799805,6609.220215,6609.220215,6585.799805,15.471107
1528998060,6585.799805,6596.040039,6585.810059,6595.990234,8.457717
1528998120,6582.129883,6600,6594.919922,6600,22.463053
1528998180,6600,6602.450195,6600,6602.450195,6.497105
1528998240,6602.439941,6602.450195,6602.450195,6602.439941,2.748377
1528998300,6601.430176,6602.450195,6602.450195,6601.430176,4.092714
1528998360,6591.359863,6600.02002,6600.009766,6591.359863,14.541102
1528998420,6589.240234,6594.649902,6593.879883,6589.25,6.869919
1528998480,6585,6589.240234,6589.240234,6585.009766,5.598312
1528998540,6584.879883,6585.009766,6585,6584.879883,17.6366
1528998600,6580,6594.490234,6584.870117,6594.490234,38.260914
1528998660,6594.649902,6600,6594.649902,6599.990234,3.835108
1528998720,6587.22998,6600,6600,6593.790039,8.965503
1528998780,6593.790039,6600,6593.790039,6599.009766,9.66431
1528998840,6595,6599.009766,6599,6599.009766,11.09852
1528998900,6599,6600,6599,6600,8.84213
1528998960,6600,6609.990234,6600,6609.97998,31.866587
1528999020,6609.97998,6630.439941,6609.97998,6630.430176,34.64106
1528999080,6619.439941,6639.850098,6630.439941,6619.439941,23.427202
1528999140,6610.839844,6619.439941,6619.439941,6612.180176,3.948401
1528999200,6612.180176,6634.049805,6612.180176,6627.069824,59.540825
1528999260,6620.629883,6632.180176,6620.629883,6629.5,9.901624
1528999320,6629.5,6632.839844,6629.509766,6629.509766,3.741487
1528999380,6629.5,6637.600098,6629.5,6637.589844,12.5271
1528999440,6637.600098,6650,6637.600098,6649.990234,58.141647
1528999500,6650,6672,6650,6672,79.584831
1528999560,6670,6750,6670,6693.660156,202.238892
1528999620,6675.890137,6693.660156,6693.660156,6675.919922,48.343254
1528999680,6675.910156,6678.339844,6675.910156,6675.910156,88.150307
1528999740,6675,6687.27002,6675.910156,6687.27002,117.818192
1528999800,6672.430176,6688.5,6687.27002,6672.990234,41.590054
1528999860,6661,6673,6673,6661.490234,10.04981
1528999920,6661.459961,6661.5,6661.490234,6661.470215,4.999168
1528999980,6661.470215,6664.25,6661.470215,6664.25,9.545657
1529000040,6664.240234,6664.25,6664.240234,6664.25,7.860021
1529000100,6658,6664.25,6664.25,6659.990234,13.157911
1529000160,6659.990234,6670,6659.990234,6670,16.730022
1529000220,6665,6669.990234,6669.990234,6665.009766,7.471122
1529000280,6665,6669.990234,6665.009766,6669.990234,11.064666
1529000340,6665,6669.990234,6669.990234,6669.990234,14.843002
1529000400,6667.509766,6670,6669.990234,6667.509766,2.756049
1529000460,6653,6667.5,6667.5,6653,18.504761
1529000520,6653,6653.009766,6653,6653.009766,3.525649
1529000580,6653,6653.009766,6653.009766,6653.009766,4.229206
1529000640,6650.009766,6653.009766,6653.009766,6650.009766,9.459739
1529000700,6650,6655,6650,6655,21.036459
1529000760,6655,6660,6659.990234,6659.990234,4.122271
1529000820,6653.330078,6659.97998,6659.97998,6659.379883,12.512293
1529000880,6659.370117,6659.379883,6659.379883,6659.379883,2.85481
1529000940,6659.370117,6659.379883,6659.379883,6659.370117,2.319246
1529001000,6659.370117,6659.379883,6659.370117,6659.379883,5.259054
1529001060,6659.370117,6659.379883,6659.379883,6659.379883,2.764532
1529001120,6659,6659.379883,6659.379883,6659,8.808146
1529001180,6653.339844,6659.379883,6659,6659.379883,2.915445
1529001240,6659.370117,6659.629883,6659.370117,6659.629883,3.649709
1529001300,6659.620117,6660,6659.620117,6660,3.454629
1529001360,6659.990234,6660,6660,6659.990234,2.503783
1529001420,6659.990234,6660,6660,6660,10.286102
1529001480,6655.890137,6660,6660,6655.890137,17.33806
1529001540,6652.339844,6655.890137,6655.890137,6652.350098,6.089717
1529001600,6645.22998,6652.350098,6652.350098,6645.22998,18.372061
1529001660,6648.029785,6652.350098,6648.029785,6652.350098,4.732304
1529001720,6648,6652.339844,6652.339844,6648.009766,8.678268
1529001780,6643,6648.009766,6648.009766,6643.009766,7.272467
1529001840,6630,6643,6643,6637.399902,24.862123
1529001900,6635.890137,6643.220215,6637.399902,6643.220215,18.375124
1529001960,6639.430176,6645,6643.220215,6645,9.943109
1529002020,6644.990234,6650,6645,6650,3.120205
1529002080,6650,6650,6650,6650,3.6338
1529002140,6649.950195,6650,6649.990234,6649.959961,3.347905
1529002200,6649.950195,6649.959961,6649.959961,6649.959961,5.305168
1529002260,6640,6649.959961,6649.959961,6640,9.216041
1529002320,6641.529785,6644,6641.529785,6644,2.21094
1529002380,6644,6649.959961,6644,6649.959961,12.778937
1529002440,6649.950195,6649.959961,6649.959961,6649.950195,4.158358
1529002500,6649.950195,6649.959961,6649.959961,6649.959961,4.428233
1529002560,6649.950195,6649.959961,6649.959961,6649.959961,11.314583
1529002620,6649.959961,6650,6649.959961,6650,8.427861
1529002680,6650,6650,6650,6650,3.075027
1529002740,6649.990234,6650,6649.990234,6650,40.131443
1529002800,6649.990234,6650,6650,6650,10.917644
1529002860,6649.990234,6650,6650,6649.990234,3.314997
1529002920,6649.990234,6650,6650,6650,6.229801
1529002980,6649.990234,6650,6649.990234,6650,2.387848
1529003040,6649.990234,6650,6650,6649.990234,0.578226
1529003100,6649.990234,6650,6649.990234,6650,5.991318
1529003160,6649.759766,6649.990234,6649.990234,6649.77002,4.763022
1529003220,6649.740234,6649.77002,6649.77002,6649.740234,6.0466
1529003280,6647.689941,6649.75,6649.75,6647.689941,13.375538
1529003340,6645,6645.609863,6645.609863,6645,2.675301
1529003400,6617.310059,6645,6645,6626.009766,24.659304
1529003460,6617.109863,6618.540039,6618.009766,6618.540039,6.983466
1529003520,6618.529785,6618.540039,6618.540039,6618.540039,3.9755
1529003580,6618.540039,6625,6618.540039,6621.75,14.689816
